symbol	name	entrez_id	ensembl_gene_id	uniprot_ids
SLAIN2	SLAIN motif family member 2	57606	ENSG00000109171	Q9P270
SLAMF1	signaling lymphocytic activation molecule family member 1	6504	ENSG00000117090	Q13291
SLAMF6	SLAM family member 6	114836	ENSG00000162739	Q96DU3
SLAMF6P1	SLAM family member 6 pseudogene 1	100862852	ENSG00000227243	
SLAMF7	SLAM family member 7	57823	ENSG00000026751	Q9NQ25
SLAMF8	SLAM family member 8	56833	ENSG00000158714	Q9P0V8
SLAMF9	SLAM family member 9	89886	ENSG00000162723	Q96A28
SLBP	stem-loop histone mRNA binding protein	7884	ENSG00000163950	Q14493
SLC1A1	solute carrier family 1 member 1	6505	ENSG00000106688	P43005
SLC1A2	solute carrier family 1 member 2	6506	ENSG00000110436	P43004
SLC1A2-AS1	SLC1A2 antisense RNA 1	107984324	ENSG00000255004	
SLC1A2-AS2	SLC1A2 antisense RNA 2	128385377	ENSG00000255542	
SLC1A3	solute carrier family 1 member 3	6507	ENSG00000079215	P43003
SLC1A3-AS1	SLC1A3 antisense RNA 1	107986412	ENSG00000250155	
SLC1A4	solute carrier family 1 member 4	6509	ENSG00000115902	P43007
SLC1A5	solute carrier family 1 member 5	6510	ENSG00000105281	Q15758
SLC1A6	solute carrier family 1 member 6	6511	ENSG00000105143	P48664
SLC1A7	solute carrier family 1 member 7	6512	ENSG00000162383	O00341
SLC2A1	solute carrier family 2 member 1	6513	ENSG00000117394	P11166
SLC2A1-DT	SLC2A1 divergent transcript	440584	ENSG00000227533	
SLC2A2	solute carrier family 2 member 2	6514	ENSG00000163581	P11168
SLC2A3	solute carrier family 2 member 3	6515	ENSG00000059804	P11169
SLC2A3P1	solute carrier family 2 member 3 pseudogene 1	100128062	ENSG00000253861	
SLC2A3P2	solute carrier family 2 member 3 pseudogene 2	391045	ENSG00000185031	
SLC2A3P4	solute carrier family 2 member 3 pseudogene 4	399495	ENSG00000254088	
SLC2A4	solute carrier family 2 member 4	6517	ENSG00000181856	P14672
SLC2A4RG	SLC2A4 regulator	56731	ENSG00000125520	Q9NR83
SLC2A5	solute carrier family 2 member 5	6518	ENSG00000142583	P22732
SLC2A6	solute carrier family 2 member 6	11182	ENSG00000160326	Q9UGQ3
SLC2A7	solute carrier family 2 member 7	155184	ENSG00000197241	Q6PXP3
SLC2A8	solute carrier family 2 member 8	29988	ENSG00000136856	Q9NY64
SLC2A9	solute carrier family 2 member 9	56606	ENSG00000109667	Q9NRM0
SLC2A9-AS1	SLC2A9 antisense RNA 1	105374476	ENSG00000250413	
SLC2A10	solute carrier family 2 member 10	81031	ENSG00000197496	O95528
SLC2A11	solute carrier family 2 member 11	66035	ENSG00000133460	Q9BYW1
SLC2A12	solute carrier family 2 member 12	154091	ENSG00000146411	Q8TD20
SLC2A13	solute carrier family 2 member 13	114134	ENSG00000151229	Q96QE2
SLC2A13P1	SLC2A13 pseudogene 1	106480239	ENSG00000254954	
SLC2A14	solute carrier family 2 member 14	144195	ENSG00000173262	Q8TDB8
SLC2AXP1	solute carrier family 2 pseudogene 1	399496	ENSG00000275768	
SLC3A1	solute carrier family 3 member 1	6519	ENSG00000138079	Q07837
SLC3A2	solute carrier family 3 member 2	6520	ENSG00000168003	P08195
SLC4A1	solute carrier family 4 member 1 (Diego blood group)	6521	ENSG00000004939	P02730
SLC4A1AP	solute carrier family 4 member 1 adaptor protein	22950	ENSG00000163798	Q9BWU0
SLC4A1APP1	solute carrier family 4 member 1 adaptor protein pseudogene 1	100288436	ENSG00000232060	
SLC4A1APP2	solute carrier family 4 member 1 adaptor protein pseudogene 2	100422527	ENSG00000236401	
SLC4A2	solute carrier family 4 member 2	6522	ENSG00000164889	P04920
SLC4A3	solute carrier family 4 member 3	6508	ENSG00000114923	P48751
SLC4A4	solute carrier family 4 member 4	8671	ENSG00000080493	Q9Y6R1
SLC4A5	solute carrier family 4 member 5	57835	ENSG00000188687	Q9BY07
SLC4A7	solute carrier family 4 member 7	9497	ENSG00000033867	Q9Y6M7
SLC4A8	solute carrier family 4 member 8	9498	ENSG00000050438	Q2Y0W8
SLC4A8-AS1	SLC4A8 antisense RNA 1	107984508	ENSG00000271065	
SLC4A9	solute carrier family 4 member 9	83697	ENSG00000113073	Q96Q91
SLC4A10	solute carrier family 4 member 10	57282	ENSG00000144290	Q6U841
SLC4A11	solute carrier family 4 member 11	83959	ENSG00000088836	Q8NBS3
SLC5A1	solute carrier family 5 member 1	6523	ENSG00000100170	P13866
SLC5A2	solute carrier family 5 member 2	6524	ENSG00000140675	P31639
SLC5A3	solute carrier family 5 member 3	6526	ENSG00000198743	P53794
SLC5A4	solute carrier family 5 member 4	6527	ENSG00000100191	Q9NY91
SLC5A4-AS1	SLC5A4 antisense RNA 1	110806273	ENSG00000242082	
SLC5A4P1	solute carrier family 5 member 4 pseudogene 1	100422550	ENSG00000255116	
SLC5A5	solute carrier family 5 member 5	6528	ENSG00000105641	Q92911
SLC5A6	solute carrier family 5 member 6	8884	ENSG00000138074	Q9Y289
SLC5A7	solute carrier family 5 member 7	60482	ENSG00000115665	Q9GZV3
SLC5A8	solute carrier family 5 member 8	160728	ENSG00000256870	Q8N695
SLC5A9	solute carrier family 5 member 9	200010	ENSG00000117834	Q2M3M2
SLC5A10	solute carrier family 5 member 10	125206	ENSG00000154025	A0PJK1
SLC5A11	solute carrier family 5 member 11	115584	ENSG00000158865	Q8WWX8
SLC5A12	solute carrier family 5 member 12	159963	ENSG00000148942	Q1EHB4
SLC6A1	solute carrier family 6 member 1	6529	ENSG00000157103	P30531
SLC6A1-AS1	SLC6A1 antisense RNA 1	100874090	ENSG00000232287	
SLC6A2	solute carrier family 6 member 2	6530	ENSG00000103546	P23975
SLC6A3	solute carrier family 6 member 3	6531	ENSG00000142319	Q01959
SLC6A4	solute carrier family 6 member 4	6532	ENSG00000108576	P31645
SLC6A5	solute carrier family 6 member 5	9152	ENSG00000165970	Q9Y345
SLC6A6	solute carrier family 6 member 6	6533	ENSG00000131389	P31641
SLC6A6P1	solute carrier family 6 member 6 pseudogene 1	54019	ENSG00000226818	
SLC6A7	solute carrier family 6 member 7	6534	ENSG00000011083	Q99884
SLC6A8	solute carrier family 6 member 8	6535	ENSG00000130821	P48029
SLC6A9	solute carrier family 6 member 9	6536	ENSG00000196517	P48067
SLC6A10P	solute carrier family 6 member 10, pseudogene	386757	ENSG00000214617	
SLC6A11	solute carrier family 6 member 11	6538	ENSG00000132164	P48066
SLC6A12	solute carrier family 6 member 12	6539	ENSG00000111181	P48065
SLC6A12-AS1	SLC6A12 antisense RNA 1	101929384	ENSG00000256577	
SLC6A13	solute carrier family 6 member 13	6540	ENSG00000010379	Q9NSD5
SLC6A14	solute carrier family 6 member 14	11254	ENSG00000268104	Q9UN76
SLC6A14P1	SLC6A14 pseudogene 1	100422432	ENSG00000236077	
SLC6A14P2	SLC6A14 pseudogene 2	100462652	ENSG00000237860	
SLC6A14P3	SLC6A14 pseudogene 3	100422417	ENSG00000236655	
SLC6A15	solute carrier family 6 member 15	55117	ENSG00000072041	Q9H2J7
SLC6A16	solute carrier family 6 member 16	28968	ENSG00000063127	Q9GZN6
SLC6A17	solute carrier family 6 member 17	388662	ENSG00000197106	Q9H1V8
SLC6A17-AS1	SLC6A17 antisense RNA 1	105378897	ENSG00000227091	
SLC6A18	solute carrier family 6 member 18	348932	ENSG00000164363	Q96N87
SLC6A19	solute carrier family 6 member 19	340024	ENSG00000174358	Q695T7
SLC6A20	solute carrier family 6 member 20	54716	ENSG00000163817	Q9NP91
SLC6A21P	solute carrier family 6 member 21, pseudogene	652969	ENSG00000269009	
SLC7A1	solute carrier family 7 member 1	6541	ENSG00000139514	P30825
SLC7A2	solute carrier family 7 member 2	6542	ENSG00000003989	P52569
SLC7A2-IT1	SLC7A2 intronic transcript 1		ENSG00000279903	
SLC7A3	solute carrier family 7 member 3	84889	ENSG00000165349	Q8WY07
SLC7A4	solute carrier family 7 member 4	6545	ENSG00000099960	O43246
SLC7A5	solute carrier family 7 member 5	8140	ENSG00000103257	Q01650
SLC7A5-AS1	SLC7A5 antisense RNA 1	124903753	ENSG00000260466	
SLC7A5P1	solute carrier family 7 member 5 pseudogene 1	81893	ENSG00000260727	Q8MH63
SLC7A5P2	solute carrier family 7 member 5 pseudogene 2	387254	ENSG00000258186	Q9GIP4
SLC7A6	solute carrier family 7 member 6	9057	ENSG00000103064	Q92536
SLC7A6OS	solute carrier family 7 member 6 opposite strand	84138	ENSG00000103061	Q96CW6
SLC7A7	solute carrier family 7 member 7	9056	ENSG00000155465	Q9UM01
SLC7A8	solute carrier family 7 member 8	23428	ENSG00000092068	Q9UHI5
SLC7A9	solute carrier family 7 member 9	11136	ENSG00000021488	P82251
SLC7A10	solute carrier family 7 member 10	56301	ENSG00000130876	Q9NS82
SLC7A10-AS1	SLC7A10 antisense RNA 1		ENSG00000267714	
SLC7A11	solute carrier family 7 member 11	23657	ENSG00000151012	Q9UPY5
SLC7A11-AS1	SLC7A11 antisense RNA 1	641364	ENSG00000250033	
SLC7A13	solute carrier family 7 member 13	157724	ENSG00000164893	Q8TCU3
SLC7A14	solute carrier family 7 member 14	57709	ENSG00000013293	Q8TBB6
SLC7A14-AS1	SLC7A14 antisense RNA 1	101928583	ENSG00000285051	
SLC7A15P	solute carrier family 7 member 15, pseudogene	100289450	ENSG00000232800	
SLC8A1	solute carrier family 8 member A1	6546	ENSG00000183023	P32418
SLC8A1-AS1	SLC8A1 antisense RNA 1	100128590	ENSG00000227028	
SLC8A2	solute carrier family 8 member A2	6543	ENSG00000118160	Q9UPR5
SLC8A3	solute carrier family 8 member A3	6547	ENSG00000100678	P57103
SLC8B1	solute carrier family 8 member B1	80024	ENSG00000089060	Q6J4K2
SLC9A1	solute carrier family 9 member A1	6548	ENSG00000090020	P19634
SLC9A2	solute carrier family 9 member A2	6549	ENSG00000115616	Q9UBY0
SLC9A3	solute carrier family 9 member A3	6550	ENSG00000066230	P48764
SLC9A3-AS1	SLC9A3 antisense RNA 1	100288152	ENSG00000225138	
SLC9A3-OT1	SLC9A3 3' UTR overlapping transcript 1	25845	ENSG00000188242	
SLC9A3P1	solute carrier family 9 member 3 pseudogene 1	6551	ENSG00000233011	
SLC9A3P2	solute carrier family 9 member 3 pseudogene 2	128997	ENSG00000238125	
SLC9A3P3	solute carrier family 9 member 3 pseudogene 3	728990	ENSG00000226631	
SLC9A3R1-AS1	SLC9A3R1 antisense RNA 1	105371893	ENSG00000266036	
SLC9A4	solute carrier family 9 member A4	389015	ENSG00000180251	Q6AI14
SLC9A5	solute carrier family 9 member A5	6553	ENSG00000135740	Q14940
SLC9A6	solute carrier family 9 member A6	10479	ENSG00000198689	Q92581
SLC9A7	solute carrier family 9 member A7	84679	ENSG00000065923	Q96T83
SLC9A7P1	solute carrier family 9 member 7 pseudogene 1	121456	ENSG00000227825	
SLC9A8	solute carrier family 9 member A8	23315	ENSG00000197818	Q9Y2E8
SLC9A9	solute carrier family 9 member A9	285195	ENSG00000181804	Q8IVB4
SLC9A9-AS1	SLC9A9 antisense RNA 1	100885796	ENSG00000240012	
SLC9A9-AS2	SLC9A9 antisense RNA 2	106480356	ENSG00000244493	
SLC9B1	solute carrier family 9 member B1	150159	ENSG00000164037	Q4ZJI4
SLC9B1P1	solute carrier family 9 member B1 pseudogene 1	100128190	ENSG00000183704	A6NJY1
SLC9B1P2	solute carrier family 9 member B1 pseudogene 2	389000	ENSG00000214329	
SLC9B1P3	solute carrier family 9 member B1 pseudogene 3	100421008	ENSG00000233867	
SLC9B1P4	solute carrier family 9 member B1 pseudogene 4	644768	ENSG00000227367	
SLC9B1P5	solute carrier family 9 member B1 pseudogene 5	100533705		
SLC9B2	solute carrier family 9 member B2	133308	ENSG00000164038	Q86UD5
SLC9C1	solute carrier family 9 member C1	285335	ENSG00000172139	Q4G0N8
SLC9C2	solute carrier family 9 member C2 (putative)	284525	ENSG00000162753	Q5TAH2
SLC10A1	solute carrier family 10 member 1	6554	ENSG00000100652	Q14973
SLC10A2	solute carrier family 10 member 2	6555	ENSG00000125255	Q12908
SLC10A3	solute carrier family 10 member 3	8273	ENSG00000126903	P09131
SLC10A4	solute carrier family 10 member 4	201780	ENSG00000145248	Q96EP9
SLC10A5	solute carrier family 10 member 5	347051	ENSG00000253598	Q5PT55
SLC10A5P1	SLC10A5 pseudogene 1	100631269	ENSG00000205184	
SLC10A6	solute carrier family 10 member 6	345274	ENSG00000145283	Q3KNW5
SLC10A7	solute carrier family 10 member 7	84068	ENSG00000120519	Q0GE19
SLC11A1	solute carrier family 11 member 1	6556	ENSG00000018280	P49279
SLC11A2	solute carrier family 11 member 2	4891	ENSG00000110911	P49281
SLC12A1	solute carrier family 12 member 1	6557	ENSG00000074803	Q13621
SLC12A2	solute carrier family 12 member 2	6558	ENSG00000064651	P55011
SLC12A2-DT	SLC12A2 divergent transcript	644873	ENSG00000245937	
SLC12A3	solute carrier family 12 member 3	6559	ENSG00000070915	P55017
SLC12A4	solute carrier family 12 member 4	6560	ENSG00000124067	Q9UP95
SLC12A5	solute carrier family 12 member 5	57468	ENSG00000124140	Q9H2X9
SLC12A5-AS1	SLC12A5 and MMP9 antisense RNA 1	109729184	ENSG00000204044	
SLC12A6	solute carrier family 12 member 6	9990	ENSG00000140199	Q9UHW9
SLC12A7	solute carrier family 12 member 7	10723	ENSG00000113504	Q9Y666
SLC12A8	solute carrier family 12 member 8	84561	ENSG00000221955	A0AV02
SLC12A9	solute carrier family 12 member 9	56996	ENSG00000146828	Q9BXP2
SLC12A9-AS1	SLC12A9 antisense RNA 1	105375430	ENSG00000236305	
SLC13A1	solute carrier family 13 member 1	6561	ENSG00000081800	Q9BZW2
SLC13A2	solute carrier family 13 member 2	9058	ENSG00000007216	Q13183
SLC13A3	solute carrier family 13 member 3	64849	ENSG00000158296	Q8WWT9
SLC13A4	solute carrier family 13 member 4	26266	ENSG00000164707	Q9UKG4
SLC13A5	solute carrier family 13 member 5	284111	ENSG00000141485	Q86YT5
SLC14A1	solute carrier family 14 member 1 (Kidd blood group)	6563	ENSG00000141469	Q13336
SLC14A2	solute carrier family 14 member 2	8170	ENSG00000132874	Q15849
SLC14A2-AS1	SLC14A2 antisense RNA 1	101927980	ENSG00000267097	
SLC15A1	solute carrier family 15 member 1	6564	ENSG00000088386	P46059
SLC15A2	solute carrier family 15 member 2	6565	ENSG00000163406	Q16348
SLC15A3	solute carrier family 15 member 3	51296	ENSG00000110446	Q8IY34
SLC15A4	solute carrier family 15 member 4	121260	ENSG00000139370	Q8N697
SLC15A5	solute carrier family 15 member 5	729025	ENSG00000188991	A6NIM6
SLC16A1	solute carrier family 16 member 1	6566	ENSG00000155380	P53985
SLC16A1-AS1	SLC16A1 antisense RNA 1	100506392	ENSG00000226419	
SLC16A1P1	SLC16A1 pseudogene 1	100422547	ENSG00000242280	
SLC16A2	solute carrier family 16 member 2	6567	ENSG00000147100	P36021
SLC16A3	solute carrier family 16 member 3	9123	ENSG00000141526	O15427
SLC16A4	solute carrier family 16 member 4	9122	ENSG00000168679	O15374
SLC16A5	solute carrier family 16 member 5	9121	ENSG00000170190	O15375
SLC16A6	solute carrier family 16 member 6	9120	ENSG00000108932	O15403
SLC16A6P1	SLC16A6 pseudogene 1	440459	ENSG00000232457	
SLC16A7	solute carrier family 16 member 7	9194	ENSG00000118596	O60669
SLC16A8	solute carrier family 16 member 8	23539	ENSG00000100156	O95907
SLC16A9	solute carrier family 16 member 9	220963	ENSG00000165449	Q7RTY1
SLC16A10	solute carrier family 16 member 10	117247	ENSG00000112394	Q8TF71
SLC16A11	solute carrier family 16 member 11	162515	ENSG00000174326	Q8NCK7
SLC16A12	solute carrier family 16 member 12	387700	ENSG00000152779	Q6ZSM3
SLC16A12-AS1	SLC16A12 antisense RNA 1	101926906	ENSG00000234452	
SLC16A13	solute carrier family 16 member 13	201232	ENSG00000174327	Q7RTY0
SLC16A14	solute carrier family 16 member 14	151473	ENSG00000163053	Q7RTX9
SLC16A14P1	solute carrier family 16 member 14 pseudogene 1	100128685	ENSG00000213708	
SLC17A1	solute carrier family 17 member 1	6568	ENSG00000124568	Q14916
SLC17A2	solute carrier family 17 member 2	10246	ENSG00000112337	O00624
SLC17A3	solute carrier family 17 member 3	10786	ENSG00000124564	O00476
SLC17A4	solute carrier family 17 member 4	10050	ENSG00000146039	Q9Y2C5
SLC17A5	solute carrier family 17 member 5	26503	ENSG00000119899	Q9NRA2
SLC17A6	solute carrier family 17 member 6	57084	ENSG00000091664	Q9P2U8
SLC17A6-DT	SLC17A6 divergent transcript	120883619	ENSG00000254768	
SLC17A7	solute carrier family 17 member 7	57030	ENSG00000104888	Q9P2U7
SLC17A8	solute carrier family 17 member 8	246213	ENSG00000179520	Q8NDX2
SLC17A9	solute carrier family 17 member 9	63910	ENSG00000101194	Q9BYT1
SLC18A1	solute carrier family 18 member A1	6570	ENSG00000036565	P54219
SLC18A2	solute carrier family 18 member A2	6571	ENSG00000165646	Q05940
SLC18A2-AS1	SLC18A2 antisense RNA 1	105378500	ENSG00000225936	
SLC18A3	solute carrier family 18 member A3	6572	ENSG00000187714	Q16572
SLC18B1	solute carrier family 18 member B1	116843	ENSG00000146409	Q6NT16
SLC19A1	solute carrier family 19 member 1	6573	ENSG00000173638	P41440
SLC19A2	solute carrier family 19 member 2	10560	ENSG00000117479	O60779
SLC19A3	solute carrier family 19 member 3	80704	ENSG00000135917	Q9BZV2
SLC19A4P	solute carrier family 19 member 4, pseudogene	56918	ENSG00000042304	Q53S99
SLC20A1	solute carrier family 20 member 1	6574	ENSG00000144136	Q8WUM9
SLC20A1-DT	SLC20A1 divergent transcript	400999	ENSG00000237753	
SLC20A1P1	solute carrier family 20 member 1 pseudogene 1	192127	ENSG00000223506	
SLC20A1P2	solute carrier family 20 member 1 pseudogene 2	192128	ENSG00000273894	
SLC20A1P3	solute carrier family 20 member 1 pseudogene 3	646052	ENSG00000258706	
SLC20A2	solute carrier family 20 member 2	6575	ENSG00000168575	Q08357
SLC22A1	solute carrier family 22 member 1	6580	ENSG00000175003	O15245
SLC22A2	solute carrier family 22 member 2	6582	ENSG00000112499	O15244
SLC22A3	solute carrier family 22 member 3	6581	ENSG00000146477	O75751
SLC22A4	solute carrier family 22 member 4	6583	ENSG00000197208	Q9H015
SLC22A5	solute carrier family 22 member 5	6584	ENSG00000197375	O76082
SLC22A6	solute carrier family 22 member 6	9356	ENSG00000197901	Q4U2R8
SLC22A7	solute carrier family 22 member 7	10864	ENSG00000137204	Q9Y694
SLC22A8	solute carrier family 22 member 8	9376	ENSG00000149452	Q8TCC7
SLC22A9	solute carrier family 22 member 9	114571	ENSG00000149742	Q8IVM8
SLC22A10	solute carrier family 22 member 10 (gene/pseudogene)	387775	ENSG00000184999	Q63ZE4
SLC22A11	solute carrier family 22 member 11	55867	ENSG00000168065	Q9NSA0
SLC22A12	solute carrier family 22 member 12	116085	ENSG00000197891	Q96S37
SLC22A13	solute carrier family 22 member 13	9390	ENSG00000172940	Q9Y226
SLC22A14	solute carrier family 22 member 14	9389	ENSG00000144671	Q9Y267
SLC22A15	solute carrier family 22 member 15	55356	ENSG00000163393	Q8IZD6
SLC22A16	solute carrier family 22 member 16	85413	ENSG00000004809	Q86VW1
SLC22A17	solute carrier family 22 member 17	51310	ENSG00000092096	Q8WUG5
SLC22A20P	solute carrier family 22 member 20, pseudogene	440044	ENSG00000197847	A6NK97
SLC22A23	solute carrier family 22 member 23	63027	ENSG00000137266	A1A5C7
SLC22A24	solute carrier family 22 member 24	283238	ENSG00000197658	Q8N4F4
SLC22A25	solute carrier family 22 member 25	387601	ENSG00000196600	Q6T423
SLC22A31	solute carrier family 22 member 31	146429	ENSG00000259803	A6NKX4
SLC23A1	solute carrier family 23 member 1	9963	ENSG00000170482	Q9UHI7
SLC23A2	solute carrier family 23 member 2	9962	ENSG00000089057	Q9UGH3
SLC23A3	solute carrier family 23 member 3	151295	ENSG00000213901	Q6PIS1
SLC23A4P	solute carrier family 23 member 4, pseudogene	641842	ENSG00000276067	
SLC24A1	solute carrier family 24 member 1	9187	ENSG00000074621	O60721
SLC24A2	solute carrier family 24 member 2	25769	ENSG00000155886	Q9UI40
SLC24A3	solute carrier family 24 member 3	57419	ENSG00000185052	Q9HC58
SLC24A3-AS1	SLC24A3 antisense RNA 1	100130264	ENSG00000179447	
SLC24A3-AS2	SLC24A3 antisense RNA 2		ENSG00000232675	
SLC24A4	solute carrier family 24 member 4	123041	ENSG00000140090	Q8NFF2
SLC24A5	solute carrier family 24 member 5	283652	ENSG00000188467	Q71RS6
SLC25A1	solute carrier family 25 member 1	6576	ENSG00000100075	P53007
SLC25A1P1	solute carrier family 25 member 1 pseudogene 1	100131457	ENSG00000254479	
SLC25A1P2	solute carrier family 25 member 1 pseudogene 2	100133079	ENSG00000234467	
SLC25A1P3	solute carrier family 25 member 1 pseudogene 3	644159	ENSG00000213645	
SLC25A1P4	solute carrier family 25 member 1 pseudogene 4	100132355	ENSG00000261608	
SLC25A1P5	solute carrier family 25 member 1 pseudogene 5	642290	ENSG00000267323	
SLC25A2	solute carrier family 25 member 2	83884	ENSG00000120329	Q9BXI2
SLC25A3	solute carrier family 25 member 3	5250	ENSG00000075415	Q00325
SLC25A3P1	solute carrier family 25 member 3 pseudogene 1	163742	ENSG00000236253	
SLC25A3P2	solute carrier family 25 member 3 pseudogene 2	100128618	ENSG00000258373	
SLC25A3P3	solute carrier family 25 member 3 pseudogene 3	100422606	ENSG00000263505	
SLC25A4	solute carrier family 25 member 4	291	ENSG00000151729	P12235
SLC25A5	solute carrier family 25 member 5	292	ENSG00000005022	P05141
SLC25A5-AS1	SLC25A5 antisense RNA 1	100303728	ENSG00000224281	
SLC25A5P1	solute carrier family 25 member 5 pseudogene 1	266623	ENSG00000215347	
SLC25A5P2	solute carrier family 25 member 5 pseudogene 2	344371	ENSG00000235064	
SLC25A5P3	solute carrier family 25 member 5 pseudogene 3	222005	ENSG00000213673	
SLC25A5P4	solute carrier family 25 member 5 pseudogene 4	100131027	ENSG00000234421	
SLC25A5P5	solute carrier family 25 member 5 pseudogene 5	442525	ENSG00000226421	
SLC25A5P6	solute carrier family 25 member 5 pseudogene 6	644042	ENSG00000213332	
SLC25A5P7	solute carrier family 25 member 5 pseudogene 7	442255	ENSG00000218180	
SLC25A5P8	solute carrier family 25 member 5 pseudogene 8	392301	ENSG00000225347	
SLC25A5P9	solute carrier family 25 member 5 pseudogene 9	100133074	ENSG00000251078	
SLC25A6	solute carrier family 25 member 6	293	ENSG00000169100	P12236
SLC25A6P1	solute carrier family 25 member 6 pseudogene 1	128790	ENSG00000233015	
SLC25A6P2	solute carrier family 25 member 6 pseudogene 2	138412	ENSG00000232203	
SLC25A6P3	solute carrier family 25 member 6 pseudogene 3	100422686	ENSG00000232846	
SLC25A6P4	solute carrier family 25 member 6 pseudogene 4	100422690	ENSG00000266909	
SLC25A6P5	solute carrier family 25 member 6 pseudogene 5	100129319	ENSG00000228948	
SLC25A6P6	solute carrier family 25 member 6 pseudogene 6	100128312	ENSG00000218870	
SLC25A10	solute carrier family 25 member 10	1468	ENSG00000183048	Q9UBX3
SLC25A11	solute carrier family 25 member 11	8402	ENSG00000108528	Q02978
SLC25A12	solute carrier family 25 member 12	8604	ENSG00000115840	O75746
